label,text
0,You have a shiny head.
1,You said it yourself: Gregor's not dead.
0,"Listen, you bumble-headed baboon --"
1,I'm gonna take pleasure in this...
0,"Sometimes if things are closed you just open them up, you know?"
0,She shore don't look prosperous. Want to go somewheres else?
1,You're in the middle of a police station.
0,"Dig in, lad. Hearty fare breeds hearty people. Haute cuisine breeds degenerates."
0,"Fine...and when the Tricyclatops comes after you, don't come crying to me."
1,Freaked me out so bad I hid in a shopping cart for four hours.
0,The gunshot holds no fear. Say it.
0,I forgive you Darwin.
0,Anna Crowe... I am in love. In love I am.
1,I love when you do the Jiggy Ziggy dance!
1,Mr. Bartholomew -- maybe you'd better tell me what this thing's all about.
0,"That's how you scatter the roaches. Okay, switch missiles. Give me H-E's at the base of the west columns."
1,This foreign made crap -- is sucking our dollar balance dry!
1,So Bill Lumbergh's stock will go up a quarter of a point.
0,We'll take it from here.
0,It appears you've been keeping rather important information from me.
1,Long as that landing strip is made of fluffy pillows...
0,Close the door. The Godfather has more eyes than a pineapple.
0,"Christ, I'm gonna choke on 'feel good'..."
1,We fell from grace together.
1,"She's not... her heart is strong, she wants to live... can't you see that?"
0,Least I could do...for a Captain of the Enterprise.
0,I think it's more like Banky's having a problem with all things not hetero right about now. And I'm just another paradigm of said aberration.
1,Why did you save that bastard?
1,"Don't you see, Abbe?"
1,I thought you knew... She was put on over a week ago-
1,"I am... so close to puking, you don't wanna know."
0,"Oh, we totally have to."
1,I gotta go break the news to Megan's friends about what's happened.
0,"You mixed drinks bad as you mix metaphors, you be out of a job."
1,I want blood for my blood.
0,All things come to those who wait.
0,"You are so money, and you don't even know it..."
1,"L.A.P.D., I mean San Angeles P.D."
0,Lenny! Jesus! You scared the Hell out of me.
1,I'm not going out there man!
0,A million terrorists in the world and I kill the one with feet smaller than my sister.
0,It all seemed to make sense until Box.
1,You've called the police?
1,And straight out the back door.
1,I like the iron I already got.
1,"Maybe you're a badass in your hive, but this is New York City."
0,Thanks for talking about me behind my back...useful in court.
1,"I don't, I didn't -- I met this girl earlier, Minnie Tyco?"
0,"You'd be surprised what all you can get, you ask for it the right way."
0,"Don't come any closer, Abbe. God's watching."
0,If you don't listen you won't hear nothing. Bush puts the big skillet on the table and sits down. Buddy is so low he can look under the table and sees how the table legs run right into the top without screws or nails.
1,This guy's got his hands on the table.
0,"No, I've always found that writing comes from a great inner pain. Maybe it's a pain that comes from a realization that one must do something for one's fellow man  to help somehow to ease his suffering. Maybe it's a personal pain. At any rate, I don't believe good work is possible without it."
1,Whether or not what we experienced was an according-to-Hoyle miracle is insignificant.
1,"Just open it up, let the woman out."
0,"It's a business lie, not a real lie."
1,Chris I wanna make you head of security.
0,That was irrational of me -- not to mention unsportsmanlike. Won't happen again.
0,Do you do bunny rabbits?
0,Are you taking the piss?
1,"On the off chance I get caught-a motive like that could divide a jury for years, don't you think?."
1,shows up for an audition when everyone knew I'd be here... and gives a performance!
1,I have two arms and ten fingers.
1,Now if Corky would have really had two guns instead of just a big dick he could have defended himself to the end.
1,"Connor stands atop the burning pyre, wicked tongues of flame leaping off his back and shoulders like fiery wings."
1,They are my children and all I want to do is love them.
1,"They're below, waiting for the Princess ..."
1,"If you shoot without thinking, you go to prison and I get paid, that's how it works."
0,"Good, now get some sleep - I may wish to have sex again before we eat breakfast."
1,He's been irradiating corn with strontium.
1,Knock on my door and leave the suitcase outside.
1,"Starla, get the hell out of here!"
1,"Prefers ambush attack, crushing its victims in its..."
1,It's the charming street urchin's face.
1,"Only to profess, now that I am at liberty to do so, that my heart is and always will be yours."
0,But we're all going to die. We can't stop it. It's just a matter of time. I'm so scared.
1,"You want to talk to me, you want to talk to someone else...because this is my job."
0,Level out! Fly straight!
0,"I like you, Mr. Carpenter. You're a real screwball."
0,My boy's wicked smart.
1,He is your master now.
1,"I wasn't there to see it, but I hear Byron Hadley was sobbing like a little girl when they took him away."
1,I've always wanted to put a spaceman into orbit.
0,You can't audit life! Now get on up here!
0,"NO, we're gonna stay here. This is what my people died for. The right to make a movie in this town."
1,Grandma comes to visit me sometimes.
0,"He was never a ""person!"" He was a journalist!"
0,"If you eliminate the impossible, whatever remains -- however improbable -- must be the truth."
1,"His last words to me were, ""I place in your hands, my son, the future and destiny of Shangri-La."
0,"I have to admit, things have really started looking up for me since my life turned to shit."
0,Let's put him in a pot.
0,I left my phone number in your undies. Try not to lose it in traffic.
0,"You're supposed to be a smart guy! If it was raining hundred dollar bills, you'd be out looking for a dime you lost some place."
0,In a sense we are all two people. The side we show in daylight. And that side we keep in shadow.
1,That's the most I've ever lifted.
1,"You may proceed, mon ami'."
0,"Don't you puke on my shoes, Harry."
0,"That, Roman and Mickey, is the famous Archy slap. I have been magically transported straight back to my childhood."
1,"Shh, Shh, I can't tell you now."
1,But I've got some C4.
1,Excuse me -- I -- executive washroom...
1,You just stay in the car and watch and be ready.
0,'Know ye that a prince and a great man has fallen this day.'
1,"So we got crosses covered, moving right along, what else?"
1,Stop it.
0,"Hey, I'm the flavour of the month!"
0,"Why Johnny Ringo, you look like Somebody just walked over your grave. Oh, I wasn't quite as sick as I Made out."
1,"We had trouble, again, at the car rental agency."
0,Cameron! What a surprise.
1,"The moment Hitler invaded Russia, I knew we'd be all right."
0,What do I have to do to prove to you I'm not a killer?
1,Go to bed.
0,"Louis, I think this is the beginning of a beautiful friendship."
1,It's better if we do this together.
0,Where's the happy little tire swing?
0,"Poor soul, he was so high-strung. Afraid the strain was more than He could bear."
0,"Why do people have to love people, anyway?"
0,"What are you, Mr. Driscoll, a lion or a chimpanzee?"
0,Alimony is just another word for rape!
0,"Premium-wise and billing-wise, we are eighteen percent ahead of last year, October-wise."
1,"Look, you gave me some work over the last year."
1,"Burbage, I will see you hanged for a pickpocket."
1,"Where's Mrs. Blume tonight, Mr. Blume?"
1,I'll bet that's the way Professor Barnhardt talks.
1,George Clews is in town.
1,"We shouldn't be doin' this, Early."
1,"I will meet you, but only one way -- if Robert the Bruce is there, and puts his hand on my Bible, and swears his loyalty to Scotland."
0,"To tell you the truth, I thought it would be worse."
1,You were only six years old.
0,"Jerry, you are a restraining order waiting to happen."
1,"I kept thinking I was going to run out of air, but my new body worked great."
1,It's unimaginable this country being a republic.
0,Nah. I don't play well with others.
1,I'll have to clear it.
1,He's going to be amazed to see it - it's one of two known copies...
0,Without hope there's no point to anything.
